,Unnamed: 0,Volume,Last,Chg,% Chg
33,MARA Holdings Inc. (MARA),195.0K,11.87,0.13,1.11
34,IREN Ltd. (IREN),107.2K,5.55,0.06,1.09
35,Dun & Bradstreet Holdings Inc. (DNB),56.9K,8.66,0.08,0.93
36,Vale S.A. ADR (VALE),51.3K,8.98,0.08,0.92
37,Silence Therapeutics PLC ADR (SLN),52.4K,2.21,0.02,0.91
38,Broadcom Inc. (AVGO),272.1K,173.86,1.56,0.91
39,Mondelez International Inc. Cl A (MDLZ),120.8K,66.56,0.57,0.87
40,Dr. Reddy's Laboratories Ltd. ADR (RDY),57.3K,12.82,0.11,0.87
41,PayPal Holdings Inc. (PYPL),131.3K,61.04,0.48,0.79
42,Comcast Corp. Cl A (CMCSA),302.9K,33.94,0.27,0.79
43,Fluence Energy Inc. (FLNC),55.2K,3.89,0.03,0.78
44,Kraft Heinz Co. (KHC),95.6K,29.05,0.21,0.73
45,CleanSpark Inc. (CLSK),90.5K,7.18,0.05,0.7
46,Super Micro Computer Inc. (SMCI),183.0K,33.9,0.22,0.67
47,Copart Inc. (CPRT),91.0K,59.03,0.37,0.63
48,Alphabet Inc. Cl A (GOOGL),368.9K,153.72,0.9,0.59
49,Trump Media & Technology Group Corp. (DJT),55.6K,18.89,0.1,0.52
50,Riot Platforms Inc. (RIOT),56.1K,6.82,0.04,0.52
51,Alphabet Inc. Cl C (GOOG),189.9K,156.12,0.75,0.48
52,Nokia Corp. ADR (NOK),93.6K,4.84,0.02,0.48
53,Gilead Sciences Inc. (GILD),71.7K,101.87,0.47,0.46
54,Rocket Lab USA Inc. (RKLB),66.2K,19.72,0.09,0.46
55,UP Fintech Holding Ltd. ADR (TIGR),51.9K,6.73,0.03,0.45
56,Arm Holdings PLC ADR (ARM),54.9K,100.9,0.44,0.44
57,AstraZeneca PLC ADR (AZN),65.4K,65.14,0.27,0.42
58,Coinbase Global Inc. (COIN),58.4K,170.26,0.64,0.38
59,Keurig Dr Pepper Inc. (KDP),86.3K,34.88,0.13,0.37
60,Neogen Corp. (NEOG),60.6K,5.65,0.02,0.36
61,PepsiCo Inc. (PEP),92.4K,144.65,0.51,0.35
62,Microsoft Corp. (MSFT),379.8K,382.68,1.33,0.35
63,Baker Hughes Co. (BKR),94.5K,36.78,0.12,0.33
64,Moderna Inc. (MRNA),103.8K,24.58,0.08,0.33
65,Applied Materials Inc. (AMAT),60.1K,138.67,0.43,0.31
66,Tesla Inc. (TSLA),450.1K,253.12,0.72,0.29
67,Adobe Inc. (ADBE),50.3K,351.01,0.96,0.27
68,Cisco Systems Inc. (CSCO),218.6K,56.72,0.13,0.23
69,Goodyear Tire & Rubber Co. (GT),90.9K,9.08,0.02,0.22
70,Quantum Computing Inc. (QUBT),69.3K,6.86,0.01,0.22
71,Paycor HCM Inc. (PYCR),76.4K,22.48,0.03,0.13
72,Exelon Corp. (EXC),63.2K,45.18,0.06,0.12
73,SoFi Technologies Inc. (SOFI),247.7K,10.53,0.01,0.11
74,Patterson-UTI Energy Inc. (PTEN),60.1K,5.6,0.01,0.09
75,American Airlines Group Inc. (AAL),321.2K,9.52,0.01,0.05
76,Pfizer Inc. (PFE),193.0K,21.6,0.01,0.05
77,Coca-Cola Co. (KO),77.2K,70.78,0.02,0.03
78,SunRun Inc. (RUN),66.4K,6.03,0.0,0.0
79,Fortinet Inc. (FTNT),57.1K,96.29,-0.03,-0.03
80,T. Rowe Price Group Inc. (TROW),60.4K,85.91,-0.04,-0.04
81,Lam Research Corp. (LRCX),143.3K,66.4,-0.03,-0.05
82,SoundHound AI Inc. (SOUN),116.4K,8.2,-0.01,-0.06
83,Zoom Communications Inc. (ZM),56.3K,69.52,-0.1,-0.14
84,Starbucks Corp. (SBUX),74.8K,84.48,-0.13,-0.15
85,Red Cat Holdings Inc. (RCAT),68.3K,5.79,-0.01,-0.17
86,CSX Corp. (CSX),192.6K,27.76,-0.06,-0.22
87,Shopify Inc. (SHOP),61.4K,84.36,-0.27,-0.32
88,Newell Brands Inc. (NWL),114.6K,4.54,-0.01,-0.33
89,APA Corp. (APA),82.6K,14.55,-0.05,-0.34
90,Rigetti Computing Inc. (RGTI),256.0K,9.39,-0.03,-0.35
91,Walgreens Boots Alliance Inc. (WBA),81.9K,10.65,-0.04,-0.37
92,TeraWulf Inc. (WULF),91.8K,2.23,-0.01,-0.44
93,Marvell Technology Inc. (MRVL),129.0K,52.56,-0.24,-0.46
94,Bank of America Corp. (BAC),98.5K,35.68,-0.17,-0.47
95,AGNC Investment Corp. (AGNC),403.6K,8.08,-0.04,-0.49
96,Warner Bros. Discovery Inc. Series A (WBD),160.6K,8.06,-0.04,-0.49
97,Host Hotels & Resorts Inc. (HST),52.3K,13.38,-0.07,-0.52
98,Snap Inc. (SNAP),94.1K,7.78,-0.04,-0.57
99,CrowdStrike Holdings Inc. Cl A (CRWD),51.9K,366.28,-2.33,-0.63
