,Unnamed: 0,Volume,Last,Chg,% Chg
28,Worksport Ltd. (WKSP),52.1K,3.33,0.19,6.05
29,Scinai Immunotherapeutics Ltd. ADR (SCNI),57.5K,2.38,0.14,6.0
30,CDT Environmental Technology Investment Holdings Ltd. (CDTG),177.8K,2.36,0.13,5.83
31,Jiuzi Holdings Inc. (JZXN),58.4K,5.03,0.26,5.45
32,Lovesac Co. (LOVE),1.4M,16.75,0.82,5.15
33,Jaguar Health Inc. (JAGX),123.8K,5.3,0.26,5.05
34,PriceSmart Inc. (PSMT),240.7K,90.04,4.25,4.95
35,GDS Holdings Ltd. ADR (GDS),3.1M,20.38,0.94,4.86
36,Alignment Healthcare Inc. (ALHC),1.8M,19.43,0.89,4.8
37,Arqit Quantum Inc. (ARQQ),234.5K,14.06,0.63,4.69
38,AngloGold Ashanti PLC (AU),2.1M,38.01,1.58,4.35
39,Vox Royalty Corp. (VOXR),174.4K,2.89,0.12,4.33
40,Orla Mining Ltd. (ORLA),912.7K,9.68,0.4,4.31
41,agilon health inc. (AGL),4.3M,5.4,0.22,4.25
42,Dingdong (Cayman) Ltd. ADR (DDL),750.4K,2.18,0.09,4.05
43,Agnico Eagle Mines Ltd. (AEM),3.2M,110.0,4.2,3.97
44,Callan JMB Inc. (CJMB),51.5K,4.05,0.15,3.85
45,IAMGOLD Corp. (IAG),13.6M,6.76,0.25,3.84
46,Alamos Gold Inc. (AGI),3.0M,27.55,1.01,3.81
47,Enact Holdings Inc. (ACT),596.0K,34.58,1.22,3.64
48,TAL Education Group ADR (TAL),5.4M,9.99,0.34,3.58
49,Byrna Technologies Inc. (BYRN),954.1K,17.17,0.59,3.56
50,Fortuna Mining Corp. (FSM),8.5M,5.95,0.2,3.48
51,Franco-Nevada Corp. (FNV),598.7K,155.33,5.11,3.4
52,Kinross Gold Corp. (KGC),11.8M,13.46,0.43,3.34
53,Royal Gold Inc. (RGLD),245.1K,170.0,5.46,3.32
54,WidePoint Corp. (WYY),58.4K,2.82,0.09,3.32
55,Heritage Insurance Holdings Inc. (HRTG),124.6K,15.65,0.49,3.23
56,Triple Flag Precious Metals Corp. (TFPM),225.6K,20.51,0.64,3.21
57,Sandstorm Gold Ltd. (SAND),2.2M,7.46,0.23,3.18
58,Raytech Holding Ltd. (RAY),2.6M,2.28,0.07,3.17
59,Wheaton Precious Metals Corp. (WPM),1.0M,76.86,2.24,3.0
60,Eldorado Gold Corp. (EGO),1.0M,17.6,0.51,2.98
61,NeoVolta Inc. (NEOV),63.9K,2.19,0.06,2.87
62,Equinox Gold Corp. (EQX),11.4M,6.42,0.17,2.8
63,B2Gold Corp. (BTG),29.7M,2.98,0.08,2.76
64,New Gold Inc. (NGD),14.5M,3.33,0.09,2.76
65,Osisko Gold Royalties Ltd. (OR),681.7K,20.97,0.56,2.74
66,Ginkgo Bioworks Holdings Inc. (DNA),863.2K,6.96,0.18,2.73
67,Nutex Health Inc. (NUTX),93.3K,106.55,2.76,2.66
68,ThredUp Inc. Cl A (TDUP),778.7K,3.23,0.08,2.54
69,Qifu Technology Inc. ADR (QFIN),1.6M,37.68,0.9,2.43
70,Rain Enhancement Technologies Holdco Inc. Cl A (RAIN),102.8K,2.41,0.06,2.34
71,China Yuchai International Ltd. (CYD),131.3K,14.34,0.32,2.28
72,Newmont Corp. (NEM),10.0M,49.83,1.08,2.22
73,Belite Bio Inc. ADR (BLTE),50.7K,56.31,1.21,2.2
74,BJ's Wholesale Club Holdings Inc. (BJ),1.3M,115.57,2.47,2.18
75,Ollie's Bargain Outlet Holdings Inc. (OLLI),555.4K,112.4,2.37,2.15
76,Yalla Group Ltd. ADR (YALA),532.9K,5.28,0.11,2.13
77,Metalla Royalty & Streaming Ltd. (MTA),312.4K,2.96,0.06,2.07
78,Idaho Strategic Resources Inc. (IDR),214.3K,16.07,0.32,2.03
79,ASP Isotopes Inc. (ASPI),1.6M,5.09,0.1,2.01
80,Skyline Builders Group Holding Ltd. Cl A (SKBL),66.9K,12.68,0.23,1.85
81,Collective Mining Ltd. (CNL),75.1K,9.39,0.17,1.84
82,Centerra Gold Inc. (CGAU),520.7K,6.13,0.11,1.83
83,NovaGold Resources Inc. (NG),1.2M,2.56,0.04,1.79
84,Lipella Pharmaceuticals Inc. (LIPO),70.9K,2.3,0.04,1.77
85,Creative Global Technology Holdings Ltd. (CGTL),1.2M,5.19,0.09,1.76
86,Olema Pharmaceuticals Inc. (OLMA),387.2K,3.2,0.06,1.75
87,Zhihu Inc. ADR (ZH),289.9K,3.61,0.06,1.67
88,Agora Inc. ADR (API),644.8K,3.05,0.05,1.67
89,Spruce Power Holding Corp. (SPRU),55.1K,2.13,0.04,1.67
90,Aris Mining Corp. (ARMN),804.0K,4.96,0.08,1.64
91,Massimo Group (MAMO),92.1K,2.49,0.04,1.63
92,Aerovate Therapeutics Inc. (AVTE),75.8K,2.53,0.04,1.61
93,Oruka Therapeutics Inc. (ORKA),142.8K,7.28,0.12,1.6
94,Perpetua Resources Corp. (PPTA),401.9K,10.99,0.17,1.57
95,Contango ORE Inc. (CTGO),50.4K,10.37,0.16,1.57
96,BeiGene Ltd. ADR (ONC),305.3K,209.51,3.19,1.55
97,JD.com Inc. ADR (JD),11.8M,35.6,0.52,1.49
98,Kroger Co. (KR),3.4M,66.78,0.95,1.44
99,JX Luxventure Group Inc. (JXG),126.9K,2.2,0.03,1.38
