,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
17,TNXP,Tonix Pharmaceuticals Holding Corp.,,16.94 +0.79 (+4.90%),0.79,+4.90%,318153,1.722M,116.51M,-,-96.64%,
18,RBLX,Roblox Corporation,,59.46 +2.55 (+4.48%),2.55,+4.48%,3.013M,9.222M,39.678B,-,55.32%,
19,PTCT,"PTC Therapeutics, Inc.",,47.24 +2.16 (+4.79%),2.16,+4.79%,737085,914518,3.726B,-,78.25%,
20,FULT,Fulton Financial Corporation,,16.39 +0.72 (+4.59%),0.72,+4.59%,1.128M,1.396M,2.986B,10.44,8.44%,
21,YMM,Full Truck Alliance Co. Ltd.,,10.31 +0.45 (+4.51%),0.45,+4.51%,5.124M,9.514M,10.778B,25.13,30.42%,
22,STRL,"Sterling Infrastructure, Inc.",,141.47 +6.24 (+4.61%),6.24,+4.61%,733911,740627,4.303B,17.09,35.65%,
23,UAA,"Under Armour, Inc.",,5.68 +0.24 (+4.32%),0.24,+4.32%,7.869M,14.203M,2.381B,-,-17.58%,
24,DJTWW,Trump Media & Technology Group Corp.,,12.90 +0.54 (+4.37%),0.54,+4.37%,41353,55128,4.119B,-,134.20%,
25,SAND,Sandstorm Gold Ltd.,,8.46 +0.36 (+4.44%),0.36,+4.44%,4.887M,5.413M,2.483B,169.19,54.58%,
26,BAC,Bank of America Corporation,,38.23 +1.56 (+4.26%),1.56,+4.26%,47.57M,46.756M,290.683B,11.91,5.74%,
27,BCS,Barclays PLC,,14.86 +0.59 (+4.13%),0.59,+4.13%,8.782M,20.549M,53.059B,8.16,58.56%,
28,C,Citigroup Inc.,,65.82 +2.60 (+4.11%),2.6,+4.11%,12.129M,17.864M,123.884B,11.06,10.87%,
29,HUBS,"HubSpot, Inc.",,549.21 +21.65 (+4.10%),21.65,+4.10%,381404,663339,28.643B,4992.77,-16.77%,
30,ADMA,"ADMA Biologics, Inc.",,21.69 +0.78 (+3.73%),0.78,+3.73%,3.701M,2.888M,5.154B,26.78,239.45%,
31,PUBGY,Publicis Groupe S.A.,,24.71 +0.97 (+4.09%),0.97,+4.09%,39627,139521,24.808B,13.28,-11.58%,
32,SMFG,"Sumitomo Mitsui Financial Group, Inc.",,13.64 +0.53 (+4.00%),0.53,+4.00%,1.172M,1.692M,88.056B,9.81,17.37%,
33,RBRK,"Rubrik, Inc.",,62.47 +2.42 (+4.03%),2.42,+4.03%,710285,2.433M,11.855B,-,62.30%,
34,WAL,Western Alliance Bancorporation,,66.32 +2.39 (+3.74%),2.39,+3.74%,389541,1.336M,7.325B,9.35,15.65%,
35,LEGN,Legend Biotech Corporation,,33.40 +1.28 (+4.00%),1.28,+4.00%,2.011M,1.237M,6.133B,-,-35.93%,
36,SCGLY,Société Générale Société anonyme,,9.15 +0.35 (+3.98%),0.35,+3.98%,20103,700555,35.523B,9.15,67.94%,
37,AMRN,Amarin Corporation plc,,9.82 +0.35 (+3.70%),0.35,+3.70%,36041,81321,203.367M,-,-47.39%,
38,UCB,"United Community Banks, Inc.",,24.70 +0.87 (+3.65%),0.87,+3.65%,270878,808100,2.952B,12.11,-2.89%,
39,MELI,"MercadoLibre, Inc.",,"2,113.97 +76.85 (+3.77%)",76.85,+3.77%,237633,449900,107.173B,56.09,45.73%,
40,PTGX,"Protagonist Therapeutics, Inc.",,46.61 +1.58 (+3.51%),1.58,+3.51%,887460,1.12M,2.861B,11.02,72.46%,
41,SLM,SLM Corporation,,27.05 +0.95 (+3.64%),0.95,+3.64%,623714,3.169M,5.692B,9.91,26.33%,
42,ZI,ZoomInfo Technologies Inc.,,8.28 +0.28 (+3.56%),0.28,+3.56%,2.427M,7.037M,3.026B,103.56,-47.54%,
43,WBS,Webster Financial Corporation,,45.01 +1.58 (+3.63%),1.58,+3.63%,326529,1.286M,7.576B,10.30,-4.19%,
44,PNFP,"Pinnacle Financial Partners, Inc.",,95.58 +3.38 (+3.67%),3.38,+3.67%,637351,574557,7.395B,16.04,16.78%,
45,RYCEY,Rolls-Royce Holdings plc,,9.80 +0.34 (+3.59%),0.34,+3.59%,649332,4.196M,82.044B,25.13,92.28%,
46,ONB,Old National Bancorp,,19.68 +0.66 (+3.50%),0.66,+3.50%,758026,3.045M,6.286B,11.72,22.87%,
47,IOT,Samsara Inc.,,38.54 +1.29 (+3.46%),1.29,+3.46%,1.12M,4.648M,21.942B,-,20.39%,
48,AUB,Atlantic Union Bankshares Corporation,,24.93 +0.83 (+3.44%),0.83,+3.44%,434668,1.476M,3.577B,11.13,-24.21%,
49,SAN,"Banco Santander, S.A.",,6.77 +0.23 (+3.52%),0.23,+3.52%,3.322M,5.815M,101.738B,7.78,43.11%,
50,CORT,Corcept Therapeutics Incorporated,,69.73 +2.30 (+3.42%),2.3,+3.42%,470070,1.516M,7.357B,56.69,188.29%,
51,COMP,"Compass, Inc.",,7.86 +0.24 (+3.22%),0.24,+3.22%,1.742M,7.03M,4.074B,-,120.58%,
52,HDB,HDFC Bank Limited,,69.67 +2.29 (+3.40%),2.29,+3.40%,2.244M,2.922M,177.709B,22.40,19.19%,
53,OZK,Bank OZK,,39.67 +1.29 (+3.36%),1.29,+3.36%,801660,1.428M,4.507B,6.46,-8.14%,
54,U,Unity Software Inc.,,18.77 +0.61 (+3.39%),0.61,+3.39%,2.852M,11.374M,7.691B,-,-24.14%,
55,EAT,"Brinker International, Inc.",,152.34 +4.70 (+3.18%),4.7,+3.18%,744071,1.54M,6.765B,26.54,226.06%,
56,SOUN,"SoundHound AI, Inc.",,8.43 +0.28 (+3.37%),0.28,+3.37%,7.832M,40.201M,3.361B,-,100.74%,
57,BE,Bloom Energy Corporation,,18.47 +0.57 (+3.18%),0.57,+3.18%,1.965M,7.122M,4.257B,-,81.17%,
58,BAESY,BAE Systems plc,,93.25 +3.02 (+3.35%),3.02,+3.35%,102035,632919,68.299B,27.75,35.07%,
59,ASX,"ASE Technology Holding Co., Ltd.",,8.48 +0.26 (+3.22%),0.26,+3.22%,3.274M,11.75M,18.427B,19.28,-23.53%,
60,NTNX,"Nutanix, Inc.",,62.42 +2.03 (+3.36%),2.03,+3.36%,736141,2.631M,16.645B,-,-3.24%,
61,BILL,"BILL Holdings, Inc.",,42.49 +1.29 (+3.14%),1.29,+3.14%,506636,3.22M,4.332B,108.96,-34.08%,
62,ZION,"Zions Bancorporation, National Association",,44.27 +1.37 (+3.19%),1.37,+3.19%,302621,1.866M,6.533B,8.94,8.61%,
63,VCTR,"Victory Capital Holdings, Inc.",,57.41 +1.64 (+2.94%),1.64,+2.94%,79635,317337,3.859B,13.11,24.99%,
64,SMTC,Semtech Corporation,,27.87 +0.87 (+3.22%),0.87,+3.22%,540854,3.08M,2.411B,-,-18.03%,
65,SNV,Synovus Financial Corp.,,41.33 +1.28 (+3.21%),1.28,+3.21%,314142,1.676M,5.827B,13.64,9.34%,
66,BUR,Burford Capital Limited,,13.59 +0.40 (+3.03%),0.4,+3.03%,1.042M,1.029M,2.982B,20.59,-11.83%,
67,GRND,Grindr Inc.,,18.75 +0.59 (+3.25%),0.59,+3.25%,395379,1.822M,3.905B,-,83.06%,
68,FIBK,"First Interstate BancSystem, Inc.",,25.53 +0.78 (+3.17%),0.78,+3.17%,218104,704142,2.636B,11.66,1.56%,
69,CLS,Celestica Inc.,,83.40 +2.53 (+3.12%),2.53,+3.12%,2.232M,5.494M,9.674B,23.10,76.94%,
70,WBD,"Warner Bros. Discovery, Inc.",,8.27 +0.24 (+3.05%),0.24,+3.05%,11.048M,39.038M,20.289B,-,-1.47%,
71,INDB,Independent Bank Corp.,,56.01 +1.70 (+3.14%),1.7,+3.14%,75151,318514,2.387B,12.39,12.05%,
72,HCMLY,Holcim AG,,21.70 +0.66 (+3.14%),0.66,+3.14%,18956,108439,60.159B,16.95,23.09%,
73,UMBF,UMB Financial Corporation,,91.52 +2.78 (+3.13%),2.78,+3.13%,107843,785221,6.649B,10.18,11.71%,
74,FLEX,Flex Ltd.,,31.59 +0.94 (+3.07%),0.94,+3.07%,1.044M,4.068M,12.102B,12.89,8.69%,
75,WTFC,Wintrust Financial Corporation,,104.00 +3.00 (+2.97%),3.0,+2.97%,158156,502524,6.959B,10.09,6.92%,
76,HBAN,Huntington Bancshares Incorporated,,13.56 +0.41 (+3.08%),0.41,+3.08%,6.801M,23.808M,19.8B,11.11,0.84%,
77,TBBK,"The Bancorp, Inc.",,46.62 +1.38 (+3.05%),1.38,+3.05%,117451,630514,2.236B,10.87,40.15%,
78,BANR,Banner Corporation,,59.93 +1.81 (+3.11%),1.81,+3.11%,47905,231398,2.067B,12.28,35.26%,
79,ALK,"Alaska Air Group, Inc.",,46.40 +1.40 (+3.10%),1.4,+3.10%,732595,3.525M,5.696B,15.07,10.32%,
80,COLB,"Columbia Banking System, Inc.",,22.10 +0.68 (+3.17%),0.68,+3.17%,227121,1.624M,4.644B,8.67,23.46%,
81,CVBF,CVB Financial Corp.,,17.33 +0.52 (+3.09%),0.52,+3.09%,155947,818696,2.41B,12.03,6.73%,
82,APP,AppLovin Corporation,,243.41 +7.34 (+3.11%),7.34,+3.11%,3.682M,9.056M,82.749B,53.73,226.42%,
83,CFR,"Cullen/Frost Bankers, Inc.",,113.26 +3.34 (+3.04%),3.34,+3.04%,117223,525850,7.275B,12.77,2.19%,
84,BX,Blackstone Inc.,,134.49 +4.02 (+3.08%),4.02,+3.08%,2.522M,4.955M,163.904B,37.26,7.05%,
85,WFC,Wells Fargo & Company,,64.97 +1.88 (+2.97%),1.88,+2.97%,8.412M,18.004M,211.928B,11.69,11.86%,
86,VIK,Viking Holdings Ltd,,40.52 +1.20 (+3.05%),1.2,+3.05%,701501,3.565M,17.947B,112.55,50.65%,
