,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
16,FRO,Frontline plc,,14.73 +0.70 (+4.99%),0.7,+4.99%,246283,3.43M,3.279B,6.61,-41.74%,
17,ZK,ZEEKR Intelligent Technology Holding Limited,,21.39 +0.91 (+4.44%),0.91,+4.44%,24137,682604,5.437B,-,-27.53%,
18,NEM,Newmont Corporation,,53.64 +2.70 (+5.29%),2.7,+5.29%,1.231M,11.482M,60.466B,18.76,31.83%,
19,ACT,"Enact Holdings, Inc.",,34.79 -0.05 (-0.14%),-0.05,-0.14%,3049,297272,5.267B,7.96,17.74%,
20,WPM,Wheaton Precious Metals Corp.,,80.34 +2.44 (+3.13%),2.44,+3.13%,202972,1.779M,36.448B,68.67,50.39%,
21,AEM,Agnico Eagle Mines Limited,,117.12 +5.57 (+5.00%),5.57,+5.00%,236263,2.821M,58.931B,30.99,81.53%,
22,AGI,Alamos Gold Inc.,,29.36 +1.39 (+4.97%),1.39,+4.97%,285422,3.234M,12.346B,42.55,83.89%,
23,STM,STMicroelectronics N.V.,,19.73 +0.80 (+4.20%),0.8,+4.20%,473151,8.005M,17.632B,11.88,-53.92%,
24,ASND,Ascendis Pharma A/S,,144.10 +0.77 (+0.54%),0.77,+0.54%,1230,508712,8.664B,-,-1.86%,
25,BJ,"BJ's Wholesale Club Holdings, Inc.",,116.93 -0.37 (-0.31%),-0.37,-0.31%,35489,1.964M,15.398B,29.23,52.30%,
26,HL,Hecla Mining Company,,5.72 +0.26 (+4.66%),0.26,+4.66%,558714,20.514M,3.617B,95.42,0.92%,
27,MKTX,MarketAxess Holdings Inc.,,211.95 +1.62 (+0.77%),1.62,+0.77%,12255,723277,7.989B,29.11,-1.26%,
28,AA,Alcoa Corporation,,24.76 +1.01 (+4.25%),1.01,+4.25%,144387,5.627M,6.41B,95.23,-32.53%,
29,BYDDY,BYD Company Limited,,90.36 +2.99 (+3.42%),2.99,+3.42%,330056,767901,137.346B,23.97,71.85%,
30,ALPMY,Astellas Pharma Inc.,,8.94 +0.29 (+3.35%),0.29,+3.35%,107379,213111,16.193B,-,-6.39%,
31,FRCOY,"Fast Retailing Co., Ltd.",,32.75 +1.05 (+3.31%),1.05,+3.31%,38431,133108,100.474B,36.39,21.39%,
32,AMD,"Advanced Micro Devices, Inc.",,91.43 +2.73 (+3.08%),2.73,+3.08%,2.282M,40.299M,148.538B,91.43,-45.68%,
33,ERIE,Erie Indemnity Company,,419.06 +4.21 (+1.01%),4.21,+1.01%,1566,164875,21.913B,36.47,8.84%,
34,LI,Li Auto Inc.,,23.15 +0.90 (+4.02%),0.9,+4.02%,214149,6.869M,24.503B,22.47,-24.29%,
35,KR,The Kroger Co.,,67.90 +0.00 (+0.01%),0.0,+0.01%,212089,6.675M,44.878B,18.50,23.01%,
36,TLX,Telix Pharmaceuticals Limited,,16.25 -0.15 (-0.91%),-0.15,-0.91%,1174,35590,5.439B,180.56,8.25%,
37,HBM,Hudbay Minerals Inc.,,6.70 +0.18 (+2.76%),0.18,+2.76%,109141,7.44M,2.646B,33.50,-14.44%,
38,SMSEY,Samsonite Group S.A.,,9.12 +0.27 (+3.06%),0.27,+3.06%,23678,11000,2.57B,7.73,-50.41%,
39,XPEV,XPeng Inc.,,19.15 +1.18 (+6.57%),1.18,+6.57%,1.654M,13.024M,18.586B,-,140.88%,
