,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
65,PTCT,"PTC Therapeutics, Inc.",,42.98 +2.69 (+6.68%),2.69,+6.68%,1.472M,891853,3.39B,-,52.50%,
66,BRPHF,Galaxy Digital Holdings Ltd.,,10.95 +0.68 (+6.62%),0.68,+6.62%,20704,213061,3.738B,19.91,9.48%,
67,MARA,"MARA Holdings, Inc.",,12.51 +0.77 (+6.56%),0.77,+6.56%,34.691M,38.858M,4.326B,7.27,-27.13%,
68,ASXFY,ASX Limited,,43.30 +2.68 (+6.60%),2.68,+6.60%,15781,21924,8.508B,28.87,-1.17%,
69,JSAIY,J Sainsbury plc,,12.50 +0.77 (+6.56%),0.77,+6.56%,43152,48083,7.435B,33.78,-9.98%,
70,CSWI,"CSW Industrials, Inc.",,300.61 +18.61 (+6.60%),18.61,+6.60%,140318,136656,5.045B,36.09,19.48%,
71,HMY,Harmony Gold Mining Company Limited,,17.16 +1.04 (+6.45%),1.04,+6.45%,9.996M,7.526M,10.674B,20.42,78.27%,
72,SCGLY,Société Générale Société anonyme,,8.67 +0.50 (+6.12%),0.5,+6.12%,102418,688746,33.66B,9.03,47.74%,
73,FAST,Fastenal Company,,80.64 +4.85 (+6.40%),4.85,+6.40%,7.236M,3.645M,46.243B,40.32,7.58%,
74,FCX,Freeport-McMoRan Inc.,,33.34 +1.99 (+6.35%),1.99,+6.35%,23.862M,18.168M,47.912B,25.65,-36.63%,
75,MOS,The Mosaic Company,,25.79 +1.59 (+6.57%),1.59,+6.57%,5.263M,5.97M,8.174B,46.89,-22.24%,
76,BYDDY,BYD Company Limited,,96.05 +5.69 (+6.30%),5.69,+6.30%,242440,767901,145.995B,25.48,71.85%,
77,SSUMY,Sumitomo Corporation,,22.63 +1.34 (+6.29%),1.34,+6.29%,19314,82595,28.832B,10.01,-15.35%,
78,SCBFY,Standard Chartered PLC,,25.51 +1.51 (+6.29%),1.51,+6.29%,216474,116314,30.108B,9.24,44.14%,
79,ARGX,argenx SE,,580.94 +34.72 (+6.36%),34.72,+6.36%,532023,337527,35.432B,45.49,44.49%,
80,TOELY,Tokyo Electron Limited,,68.31 +4.03 (+6.27%),4.03,+6.27%,26943,153903,65.334B,17.52,-49.12%,
81,GH,"Guardant Health, Inc.",,43.71 +2.57 (+6.25%),2.57,+6.25%,2.144M,2.342M,5.395B,-,125.30%,
82,FA,First Advantage Corporation,,14.71 +0.88 (+6.36%),0.88,+6.36%,1.011M,1.118M,2.552B,-,-10.77%,
83,NE,Noble Corporation plc,,19.91 +1.16 (+6.16%),1.16,+6.16%,2.072M,2.563M,3.16B,6.72,-61.55%,
84,SPGYF,Whitecap Resources Inc.,,5.57 +0.32 (+6.10%),0.32,+6.10%,113165,424285,3.278B,5.86,-31.74%,
85,RVMD,"Revolution Medicines, Inc.",,35.72 +2.05 (+6.09%),2.05,+6.09%,1.78M,1.555M,6.641B,-,-6.65%,
86,RNA,"Avidity Biosciences, Inc.",,25.58 +1.47 (+6.10%),1.47,+6.10%,1.534M,1.512M,3.075B,-,0.08%,
87,TSCDY,Tesco PLC,,13.10 +0.75 (+6.07%),0.75,+6.07%,391020,368843,30.561B,14.72,15.26%,
88,TECK,Teck Resources Limited,,33.64 +1.89 (+5.95%),1.89,+5.95%,5.037M,3.803M,16.755B,-,-33.72%,
89,LTM,LATAM Airlines Group S.A.,,29.31 +1.66 (+6.00%),1.66,+6.00%,448346,373166,9.162B,9.07,11.94%,
90,BOLSY,"B3 S.A. - Brasil, Bolsa, Balcão",,6.36 +0.36 (+6.00%),0.36,+6.00%,17285,134222,11.502B,15.14,-15.51%,
91,NGLOY,Anglo American plc,,13.25 +0.75 (+6.00%),0.75,+6.00%,82918,260522,32.127B,-,-9.91%,
92,STVN,Stevanato Group S.p.A.,,21.91 +1.28 (+6.18%),1.28,+6.18%,273337,363020,5.978B,46.61,-29.81%,
93,SWTX,"SpringWorks Therapeutics, Inc.",,36.47 +2.04 (+5.93%),2.04,+5.93%,2.032M,2.564M,2.735B,-,-19.46%,
94,LSRCY,Lasertec Corporation,,16.68 +0.93 (+5.90%),0.93,+5.90%,19089,122727,7.89B,13.67,-71.62%,
95,TWST,Twist Bioscience Corporation,,38.85 +2.22 (+6.06%),2.22,+6.06%,1.135M,1.112M,2.317B,-,19.39%,
96,NTR,Nutrien Ltd.,,51.14 +2.82 (+5.84%),2.82,+5.84%,2.263M,2.491M,24.985B,37.60,-8.69%,
97,LZRFY,Localiza Rent a Car S.A.,,6.58 +0.36 (+5.79%),0.36,+5.79%,15613,54674,7.283B,23.50,-44.86%,
98,EQX,Equinox Gold Corp.,,6.82 +0.34 (+5.16%),0.34,+5.16%,16.836M,9.965M,3.113B,9.10,8.71%,
99,GEO,"The GEO Group, Inc.",,29.03 +1.59 (+5.79%),1.59,+5.79%,2.13M,3.064M,4.147B,131.95,78.53%,
100,BIO,"Bio-Rad Laboratories, Inc.",,245.65 +13.37 (+5.75%),13.37,+5.75%,322240,337085,6.933B,-,-22.69%,
101,NVO,Novo Nordisk A/S,,64.74 +3.53 (+5.77%),3.53,+5.77%,10.701M,8.717M,282.041B,19.44,-50.84%,
102,ASX,"ASE Technology Holding Co., Ltd.",,8.30 +0.44 (+5.60%),0.44,+5.60%,11.595M,11.524M,18.026B,19.30,-27.56%,
103,INSM,Insmed Incorporated,,68.57 +3.76 (+5.80%),3.76,+5.80%,1.793M,2.003M,12.467B,-,137.83%,
104,WYNMY,"Wynn Macau, Limited",,6.71 +0.36 (+5.67%),0.36,+5.67%,43138,27001,3.511B,9.19,-35.74%,
105,CNX,CNX Resources Corporation,,30.64 +1.68 (+5.80%),1.68,+5.80%,2.83M,2.885M,4.511B,-,19.28%,
106,SHG,"Shinhan Financial Group Co., Ltd.",,32.48 +1.75 (+5.68%),1.75,+5.68%,225941,282637,16.632B,5.73,2.43%,
107,SFTBY,SoftBank Group Corp.,,23.40 +1.25 (+5.64%),1.25,+5.64%,252707,793929,70.287B,11.76,-18.38%,
108,SKBSY,Skanska AB (publ),,20.60 +1.10 (+5.64%),1.1,+5.64%,18947,10453,8.507B,15.37,10.41%,
109,PNGAY,"Ping An Insurance (Group) Company of China, Ltd.",,11.10 +0.59 (+5.61%),0.59,+5.61%,35471,251153,118.418B,5.81,36.79%,
110,BVN,Compañía de Minas Buenaventura S.A.A.,,14.79 +0.79 (+5.64%),0.79,+5.64%,1.058M,1.097M,3.752B,10.20,-12.77%,
111,SNRE,Sunrise Communications AG,,50.69 +2.71 (+5.65%),2.71,+5.65%,425450,364098,3.528B,-,13.29%,
112,AEM,Agnico Eagle Mines Limited,,117.64 +6.09 (+5.46%),6.09,+5.46%,7.183M,2.821M,59.192B,31.12,81.53%,
113,JHX,James Hardie Industries plc,,22.51 +1.15 (+5.38%),1.15,+5.38%,3.349M,1.322M,10.022B,22.29,-41.73%,
114,CCJ,Cameco Corporation,,40.83 +2.15 (+5.56%),2.15,+5.56%,4.443M,4.557M,17.774B,151.22,-22.00%,
115,FNV,Franco-Nevada Corporation,,166.26 +8.79 (+5.58%),8.79,+5.58%,1.955M,829267,32.02B,57.93,33.40%,
116,MKTX,MarketAxess Holdings Inc.,,221.81 +11.49 (+5.46%),11.49,+5.46%,1.208M,723277,8.361B,30.47,-1.26%,
117,AVGO,Broadcom Inc.,,181.94 +9.64 (+5.59%),9.64,+5.59%,32.735M,33.782M,855.473B,84.62,28.19%,
118,DNNGY,Ørsted A/S,,14.13 +0.73 (+5.45%),0.73,+5.45%,36172,118382,17.814B,-,-30.05%,
119,HBM,Hudbay Minerals Inc.,,6.89 +0.37 (+5.67%),0.37,+5.67%,15.514M,7.44M,2.722B,34.45,-14.44%,
120,WPM,Wheaton Precious Metals Corp.,,82.12 +4.22 (+5.42%),4.22,+5.42%,2.941M,1.779M,37.256B,70.19,50.39%,
121,BIDU,"Baidu, Inc.",,82.73 +4.26 (+5.43%),4.26,+5.43%,7.069M,5.934M,29.717B,9.21,-19.55%,
122,MEDP,"Medpace Holdings, Inc.",,297.72 +15.39 (+5.45%),15.39,+5.45%,649844,392538,9B,23.59,-28.52%,
123,GME,GameStop Corp.,,26.39 +1.36 (+5.46%),1.36,+5.46%,10.432M,9.529M,11.796B,79.95,132.31%,
124,TMDX,"TransMedics Group, Inc.",,80.58 +4.21 (+5.51%),4.21,+5.51%,1.023M,1.444M,2.713B,75.31,-16.83%,
125,HL,Hecla Mining Company,,5.78 +0.31 (+5.58%),0.31,+5.58%,24.416M,20.514M,3.649B,96.25,0.92%,
126,QXO,"QXO, Inc.",,13.90 +0.70 (+5.34%),0.7,+5.34%,1.478M,2.672M,5.693B,-,-87.00%,
127,MT,ArcelorMittal S.A.,,26.86 +1.38 (+5.42%),1.38,+5.42%,3.083M,2.61M,20.643B,15.89,-5.35%,
128,AVAV,"AeroVironment, Inc.",,146.33 +7.36 (+5.30%),7.36,+5.30%,506461,484545,4.129B,127.24,-5.54%,
129,NTES,"NetEase, Inc.",,99.35 +5.05 (+5.36%),5.05,+5.36%,2.157M,1.545M,64.992B,15.87,2.33%,
130,AMD,"Advanced Micro Devices, Inc.",,93.40 +4.70 (+5.30%),4.7,+5.30%,57.577M,40.299M,151.74B,93.40,-45.68%,
131,VAL,Valaris Limited,,31.61 +1.57 (+5.23%),1.57,+5.23%,1.986M,2.106M,2.245B,6.17,-57.59%,
132,PAY,"Paymentus Holdings, Inc.",,27.88 +1.41 (+5.33%),1.41,+5.33%,481198,458914,3.484B,79.66,31.56%,
133,FSUGY,Fortescue Ltd,,19.40 +0.95 (+5.15%),0.95,+5.15%,28672,169143,30.284B,5.26,-44.89%,
134,KNTNF,K92 Mining Inc.,,9.20 +0.45 (+5.14%),0.45,+5.14%,74127,152666,2.208B,20.00,67.78%,
135,ASND,Ascendis Pharma A/S,,150.99 +7.66 (+5.34%),7.66,+5.34%,421558,508712,9.078B,-,-1.86%,
136,VRN,Veren Inc.,,5.75 +0.28 (+5.12%),0.28,+5.12%,29.572M,22.134M,3.518B,17.97,-37.63%,
137,AMTM,"Amentum Holdings, Inc.",,18.15 +0.89 (+5.16%),0.89,+5.16%,1.599M,2.544M,4.416B,-,-41.51%,
138,RGLD,"Royal Gold, Inc.",,179.58 +8.61 (+5.04%),8.61,+5.04%,1.057M,520270,11.817B,35.56,42.39%,
139,CRZBY,Commerzbank AG,,25.43 +1.22 (+5.07%),1.22,+5.07%,26419,33095,29.336B,11.15,78.21%,
140,ALNY,"Alnylam Pharmaceuticals, Inc.",,237.77 +11.49 (+5.08%),11.49,+5.08%,1.559M,887870,30.774B,-,52.38%,
141,MITEY,"Mitsubishi Estate Co., Ltd.",,17.14 +0.82 (+5.02%),0.82,+5.02%,22783,82198,22.543B,16.02,-18.87%,
142,SWKS,"Skyworks Solutions, Inc.",,56.54 +2.70 (+5.01%),2.7,+5.01%,5.195M,3.944M,8.683B,17.40,-46.98%,
143,ICL,ICL Group Ltd,,6.29 +0.31 (+5.15%),0.31,+5.15%,1.081M,939225,8.114B,19.65,26.43%,
144,XIACY,Xiaomi Corporation,,28.91 +1.34 (+4.86%),1.34,+4.86%,206973,962900,150.353B,45.89,148.34%,
145,CLSK,"CleanSpark, Inc.",,7.50 +0.37 (+5.19%),0.37,+5.19%,19.474M,24.819M,2.106B,-,-51.99%,
146,MBGYY,Mercedes-Benz Group AG,,13.92 +0.66 (+4.98%),0.66,+4.98%,103409,420222,53.614B,4.97,-32.75%,
147,UMC,United Microelectronics Corporation,,6.87 +0.33 (+5.04%),0.33,+5.04%,11.023M,15.378M,17.735B,12.05,-17.94%,
148,KB,KB Financial Group Inc.,,53.47 +2.53 (+4.97%),2.53,+4.97%,168044,177898,20.389B,6.25,7.99%,
149,TEVA,Teva Pharmaceutical Industries Limited,,13.46 +0.64 (+4.99%),0.64,+4.99%,10.922M,13.103M,15.772B,-,-3.61%,
150,BBIO,"BridgeBio Pharma, Inc.",,33.91 +1.60 (+4.95%),1.6,+4.95%,1.837M,3.257M,6.449B,-,20.42%,
151,MKKGY,Merck KGaA,,26.73 +1.26 (+4.95%),1.26,+4.95%,27417,134204,56.185B,19.09,-21.61%,
152,ILMN,"Illumina, Inc.",,74.78 +3.52 (+4.94%),3.52,+4.94%,2.974M,2.717M,11.835B,-,-42.35%,
153,STNE,StoneCo Ltd.,,11.53 +0.55 (+5.01%),0.55,+5.01%,6.151M,6.75M,3.163B,-,-31.89%,
154,SKM,"SK Telecom Co., Ltd.",,22.20 +1.04 (+4.91%),1.04,+4.91%,452797,315274,8.615B,9.91,5.75%,
155,VCYT,"Veracyte, Inc.",,31.80 +1.55 (+5.12%),1.55,+5.12%,1.001M,988095,2.479B,102.58,49.53%,
156,KGC,Kinross Gold Corporation,,14.36 +0.67 (+4.89%),0.67,+4.89%,22.24M,21.887M,17.669B,18.65,114.58%,
157,HOG,"Harley-Davidson, Inc.",,22.54 +1.05 (+4.89%),1.05,+4.89%,3.36M,2.637M,2.788B,6.55,-45.88%,
158,KTOS,"Kratos Defense & Security Solutions, Inc.",,33.24 +1.53 (+4.82%),1.53,+4.82%,2.461M,3.16M,5.095B,302.18,74.14%,
159,QGEN,Qiagen N.V.,,41.99 +1.94 (+4.83%),1.94,+4.83%,1.574M,1.356M,9.074B,110.49,-0.32%,
160,BILI,Bilibili Inc.,,16.68 +0.76 (+4.77%),0.76,+4.77%,8.754M,7.019M,7.133B,-,38.68%,
161,SMPL,The Simply Good Foods Company,,38.00 +1.73 (+4.77%),1.73,+4.77%,1.701M,1.006M,3.839B,26.39,13.70%,
162,BAYRY,Bayer Aktiengesellschaft,,5.90 +0.27 (+4.80%),0.27,+4.80%,226356,813533,23.185B,-,-21.59%,
163,IAG,IAMGOLD Corporation,,7.22 +0.34 (+4.94%),0.34,+4.94%,22.038M,13.355M,4.152B,4.81,90.58%,
164,AMAT,"Applied Materials, Inc.",,144.94 +6.70 (+4.85%),6.7,+4.85%,10.503M,7.835M,117.755B,18.97,-33.49%,
165,GFI,Gold Fields Limited,,24.53 +1.14 (+4.85%),1.14,+4.85%,6.041M,3.714M,21.959B,17.78,28.85%,
166,LYB,LyondellBasell Industries N.V.,,56.88 +2.54 (+4.67%),2.54,+4.67%,5.219M,3.391M,18.398B,13.74,-46.48%,
167,HKXCY,Hong Kong Exchanges and Clearing Limited,,40.93 +1.83 (+4.68%),1.83,+4.68%,24979,343788,51.729B,31.01,39.54%,
168,CRARY,Crédit Agricole S.A.,,8.90 +0.40 (+4.71%),0.4,+4.71%,61855,364479,53.847B,7.67,18.60%,
169,BE,Bloom Energy Corporation,,17.65 +0.80 (+4.73%),0.8,+4.73%,5.732M,7.025M,4.068B,-,56.89%,
170,ING,ING Groep N.V.,,18.23 +0.81 (+4.65%),0.81,+4.65%,3.591M,3.25M,55.414B,8.40,10.18%,
171,AB,AllianceBernstein Holding L.P.,,37.38 +1.67 (+4.68%),1.67,+4.68%,537324,876061,4.132B,10.08,7.72%,
172,ENPH,"Enphase Energy, Inc.",,51.89 +2.33 (+4.70%),2.33,+4.70%,4.259M,4.253M,6.807B,69.19,-57.65%,
173,PFSI,"PennyMac Financial Services, Inc.",,93.37 +4.09 (+4.58%),4.09,+4.58%,607432,387077,4.802B,15.99,1.54%,
174,NMR,"Nomura Holdings, Inc.",,5.30 +0.23 (+4.64%),0.23,+4.64%,2.157M,688583,16.517B,7.37,-17.02%,
175,PKX,POSCO Holdings Inc.,,45.63 +2.02 (+4.62%),2.02,+4.62%,519204,374951,14.248B,22.15,-38.01%,
176,SSRM,SSR Mining Inc.,,10.65 +0.47 (+4.62%),0.47,+4.62%,2.19M,2.657M,2.157B,-,96.15%,
177,WF,Woori Financial Group Inc.,,33.68 +1.48 (+4.60%),1.48,+4.60%,82561,62704,8.555B,4.23,10.96%,
178,PAGS,PagSeguro Digital Ltd.,,8.40 +0.35 (+4.29%),0.35,+4.29%,2.864M,4.541M,2.551B,7.63,-36.01%,
179,PR,Permian Resources Corporation,,11.03 +0.47 (+4.45%),0.47,+4.45%,8.562M,9.236M,8.863B,7.61,-40.44%,
180,TEM,"Tempus AI, Inc.",,42.12 +1.83 (+4.54%),1.83,+4.54%,8.465M,14.199M,7.288B,-,0.10%,
181,BALL,Ball Corporation,,48.09 +2.13 (+4.64%),2.13,+4.64%,2.725M,2.791M,13.58B,35.10,-29.85%,
182,CHX,ChampionX Corporation,,24.47 +1.08 (+4.62%),1.08,+4.62%,5.442M,4.621M,4.669B,14.83,-37.16%,
183,MTD,Mettler-Toledo International Inc.,,"1,040.97 +43.28 (+4.34%)",43.28,+4.34%,280833,160150,21.695B,25.70,-20.89%,
184,KNF,Knife River Corporation,,93.06 +3.79 (+4.25%),3.79,+4.25%,755086,474780,5.272B,26.21,9.60%,
185,UAL,"United Airlines Holdings, Inc.",,65.60 +2.85 (+4.54%),2.85,+4.54%,8.555M,8.971M,21.474B,6.94,50.12%,
186,NABZY,National Australia Bank Limited,,10.61 +0.46 (+4.53%),0.46,+4.53%,70404,224196,66.395B,15.84,-8.56%,
187,RWEOY,RWE Aktiengesellschaft,,37.59 +1.54 (+4.27%),1.54,+4.27%,33823,137941,27.794B,4.95,5.28%,
188,FANG,"Diamondback Energy, Inc.",,129.01 +5.85 (+4.75%),5.85,+4.75%,3.912M,2.746M,37.341B,8.31,-40.31%,
189,BAESY,BAE Systems plc,,88.25 +3.05 (+3.58%),3.05,+3.58%,94986,622338,64.641B,26.91,29.05%,
190,AAON,"AAON, Inc.",,84.16 +3.74 (+4.65%),3.74,+4.65%,871686,956374,6.844B,41.66,-8.62%,
191,CASY,"Casey's General Stores, Inc.",,457.25 +19.24 (+4.39%),19.24,+4.39%,512959,351650,16.646B,31.82,41.27%,
192,CALM,"Cal-Maine Foods, Inc.",,98.99 +4.31 (+4.55%),4.31,+4.55%,1.261M,1.047M,4.855B,4.89,56.60%,
193,KEP,Korea Electric Power Corporation,,8.16 +0.36 (+4.62%),0.36,+4.62%,152414,175812,10.635B,4.46,6.70%,
194,MUR,Murphy Oil Corporation,,20.86 +0.90 (+4.48%),0.9,+4.48%,3.265M,3.285M,2.978B,7.67,-57.55%,
195,MUFG,"Mitsubishi UFJ Financial Group, Inc.",,11.60 +0.49 (+4.46%),0.49,+4.46%,11.318M,7.741M,139.509B,10.17,11.45%,
196,LB,LandBridge Company LLC,,65.65 +2.80 (+4.46%),2.8,+4.46%,287805,694019,5.019B,-,171.49%,
197,LI,Li Auto Inc.,,23.23 +0.98 (+4.40%),0.98,+4.40%,8.601M,6.869M,24.593B,22.55,-24.29%,
