,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
15,RNECY,Renesas Electronics Corporation,,5.90 +0.52 (+9.67%),0.52,+9.67%,237874,907763,21.178B,14.39,-31.63%,
16,HCM,HUTCHMED (China) Limited,,14.43 +0.70 (+5.14%),0.7,+5.14%,3485,100560,2.466B,72.12,-22.31%,
17,TGS,Transportadora de Gas del Sur S.A.,,25.39 +2.10 (+9.02%),2.1,+9.02%,5763,330160,4.462B,11.09,62.76%,
18,YPF,YPF Sociedad Anónima,,34.50 +4.47 (+14.89%),4.47,+14.89%,274796,2.058M,15.837B,5.76,48.59%,
19,TEO,Telecom Argentina S.A.,,12.05 +0.98 (+8.85%),0.98,+8.85%,17179,188588,4.066B,5.53,57.47%,
20,MRUS,Merus N.V.,,42.57 +0.60 (+1.43%),0.6,+1.43%,1551,688360,2.941B,-,1.70%,
21,VONOY,Vonovia SE,,15.35 +1.22 (+8.63%),1.22,+8.63%,33172,91837,25.262B,-,16.63%,
22,IMPUY,Impala Platinum Holdings Limited,,6.06 +0.48 (+8.60%),0.48,+8.60%,62572,228259,5.435B,-,18.36%,
23,CRNX,"Crinetics Pharmaceuticals, Inc.",,29.76 +0.65 (+2.23%),0.65,+2.23%,3551,1.064M,2.769B,-,-33.36%,
24,ANGPY,Anglo American Platinum Limited,,6.01 +0.46 (+8.29%),0.46,+8.29%,89040,131219,9.531B,26.13,-17.78%,
25,HCC,"Warrior Met Coal, Inc.",,48.08 +0.71 (+1.50%),0.71,+1.50%,16064,979732,2.527B,10.04,-24.59%,
26,VIST,"Vista Energy, S.A.B. de C.V.",,42.85 +4.70 (+12.33%),4.7,+12.33%,20113,1.002M,4.206B,9.26,-8.45%,
27,NEM,Newmont Corporation,,53.54 -1.43 (-2.60%),-1.43,-2.60%,1.109M,11.87M,60.358B,18.72,43.00%,
28,CDE,"Coeur Mining, Inc.",,5.83 -0.09 (-1.52%),-0.09,-1.52%,733834,20.412M,3.726B,38.87,32.14%,
29,ORLA,Orla Mining Ltd.,,10.43 -0.19 (-1.84%),-0.19,-1.84%,76336,1.188M,3.361B,38.61,169.54%,
30,GLNCY,Glencore plc,,6.82 +0.47 (+7.40%),0.47,+7.40%,3146,1.237M,41.096B,-,-42.35%,
31,HII,"Huntington Ingalls Industries, Inc.",,217.90 +2.16 (+1.00%),2.16,+1.00%,24076,826162,8.55B,15.61,-21.55%,
32,AGX,"Argan, Inc.",,153.02 +4.85 (+3.27%),4.85,+3.27%,15569,454880,2.086B,24.88,149.19%,
33,CRK,"Comstock Resources, Inc.",,19.76 +0.39 (+2.00%),0.39,+2.00%,24789,2.463M,5.787B,-,108.73%,
34,ALVO,Alvotech,,8.80 +0.01 (+0.11%),0.01,+0.11%,5775,159424,2.656B,-,-29.68%,
35,WFRD,Weatherford International plc,,44.32 +1.32 (+3.07%),1.32,+3.07%,12237,1.532M,3.229B,6.57,-62.79%,
36,VRNA,Verona Pharma plc,,59.27 +1.56 (+2.70%),1.56,+2.70%,11682,1.442M,7.889B,-,265.25%,
37,PAM,Pampa Energía S.A.,,76.62 +7.04 (+10.11%),7.04,+10.11%,5107,252732,4.952B,6.66,63.93%,
38,MRNA,"Moderna, Inc.",,26.79 +0.59 (+2.25%),0.59,+2.25%,195036,11.482M,10.358B,-,-74.77%,
39,SLNO,"Soleno Therapeutics, Inc.",,68.60 +1.36 (+2.03%),1.36,+2.03%,9618,1.124M,3.146B,-,74.53%,
40,EC,Ecopetrol S.A.,,9.09 +0.29 (+3.30%),0.29,+3.30%,99369,2.937M,18.687B,5.90,-23.68%,
41,JSAIY,J Sainsbury plc,,12.54 +0.81 (+6.91%),0.81,+6.91%,54252,50216,7.254B,33.89,-3.46%,
42,ASXFY,ASX Limited,,43.40 +2.78 (+6.84%),2.78,+6.84%,19081,21688,8.433B,28.18,6.40%,
43,GT,The Goodyear Tire & Rubber Company,,9.69 +0.02 (+0.21%),0.02,+0.21%,111089,6.406M,2.763B,40.38,-20.28%,
44,AAPL,Apple Inc.,,212.77 +14.62 (+7.38%),14.62,+7.38%,10.908M,62.034M,3.196T,33.77,14.74%,
45,PTCT,"PTC Therapeutics, Inc.",,44.00 +1.02 (+2.37%),1.02,+2.37%,10287,907516,3.47B,-,67.37%,
46,RGEN,Repligen Corporation,,125.54 +2.68 (+2.20%),2.68,+2.20%,7530,753972,7.053B,-,-26.16%,
47,CART,Maplebear Inc.,,41.42 +0.25 (+0.60%),0.25,+0.60%,36871,4.123M,10.872B,26.21,11.00%,
48,MOS,The Mosaic Company,,25.75 -0.06 (-0.25%),-0.06,-0.25%,54218,5.989M,8.16B,46.81,-16.63%,
49,CSWI,"CSW Industrials, Inc.",,303.21 +2.60 (+0.86%),2.6,+0.86%,2348,136096,5.089B,36.40,27.76%,
50,MARA,"MARA Holdings, Inc.",,12.92 +0.41 (+3.28%),0.41,+3.28%,1.63M,39.01M,4.468B,7.51,-17.43%,
51,FAST,Fastenal Company,,81.00 +0.36 (+0.45%),0.36,+0.45%,155326,3.716M,46.463B,40.50,16.21%,
52,FCX,Freeport-McMoRan Inc.,,33.35 +2.00 (+6.38%),2.0,+6.38%,113353,18.565M,47.926B,25.65,-33.33%,
53,FA,First Advantage Corporation,,14.76 +0.05 (+0.34%),0.05,+0.34%,8044,1.13M,2.561B,-,-2.90%,
54,ARGX,argenx SE,,587.63 +6.69 (+1.15%),6.69,+1.15%,81323,338814,35.84B,45.98,54.40%,
55,XIACF,Xiaomi Corporation,,5.78 +0.34 (+6.25%),0.34,+6.25%,30095,195883,147.815B,44.46,176.56%,
56,GH,"Guardant Health, Inc.",,45.07 +1.36 (+3.11%),1.36,+3.11%,30988,2.327M,5.563B,-,156.21%,
57,SCGLY,Société Générale Société anonyme,,8.68 +0.51 (+6.24%),0.51,+6.24%,104091,699009,33.699B,9.04,62.55%,
58,TSCDY,Tesco PLC,,13.12 +0.77 (+6.23%),0.77,+6.23%,5000,493714,29.292B,14.74,21.82%,
59,RNA,"Avidity Biosciences, Inc.",,25.58 +1.47 (+6.10%),1.47,+6.10%,5535,1.511M,3.075B,-,6.98%,
60,RVMD,"Revolution Medicines, Inc.",,36.64 +0.92 (+2.58%),0.92,+2.58%,8930,1.556M,6.812B,-,0.51%,
61,TWST,Twist Bioscience Corporation,,38.85 +2.22 (+6.06%),2.22,+6.06%,4180,1.126M,2.317B,-,32.87%,
62,SKBSY,Skanska AB (publ),,20.65 +1.15 (+5.90%),1.15,+5.90%,28516,12290,8.274B,15.41,16.34%,
63,CNX,CNX Resources Corporation,,30.89 +0.24 (+0.78%),0.24,+0.78%,21069,2.9M,4.548B,-,28.89%,
64,BIO,"Bio-Rad Laboratories, Inc.",,249.55 +3.75 (+1.53%),3.75,+1.53%,1954,343186,6.971B,-,-18.18%,
65,INSM,Insmed Incorporated,,70.00 +1.43 (+2.09%),1.43,+2.09%,17630,1.98M,12.727B,-,155.67%,
66,NVO,Novo Nordisk A/S,,66.34 +1.61 (+2.49%),1.61,+2.49%,349393,8.7M,288.282B,19.98,-47.76%,
67,GEO,"The GEO Group, Inc.",,29.50 +0.49 (+1.67%),0.49,+1.67%,65505,3.077M,4.213B,134.07,90.86%,
68,BVN,Compañía de Minas Buenaventura S.A.A.,,14.59 -0.21 (-1.42%),-0.21,-1.42%,8791,1.112M,3.702B,10.06,-5.91%,
69,SPGYF,Whitecap Resources Inc.,,5.55 +0.30 (+5.71%),0.3,+5.71%,113265,415719,3.261B,5.78,-26.78%,
70,DNNGY,Ørsted A/S,,14.16 +0.76 (+5.67%),0.76,+5.67%,36256,116588,17.852B,-,-23.99%,
71,SNRE,Sunrise Communications AG,,50.65 -0.04 (-0.08%),-0.04,-0.08%,9848,354429,3.564B,-,19.69%,
72,SHG,"Shinhan Financial Group Co., Ltd.",,32.46 +1.73 (+5.63%),1.73,+5.63%,3090,284337,16.095B,5.58,8.27%,
73,ASX,"ASE Technology Holding Co., Ltd.",,8.23 -0.07 (-0.84%),-0.07,-0.84%,140647,11.643M,17.874B,18.70,-23.36%,
74,CCJ,Cameco Corporation,,41.92 +1.08 (+2.66%),1.08,+2.66%,88243,4.625M,18.25B,149.73,-15.48%,
75,JHX,James Hardie Industries plc,,22.55 +1.19 (+5.57%),1.19,+5.57%,3.396M,1.394M,9.692B,22.33,-37.59%,
76,FNV,Franco-Nevada Corporation,,164.88 -1.37 (-0.82%),-1.37,-0.82%,36551,861700,31.753B,57.25,42.81%,
77,GME,GameStop Corp.,,26.70 +0.30 (+1.13%),0.3,+1.13%,734012,9.581M,11.937B,80.91,162.43%,
78,TMDX,"TransMedics Group, Inc.",,82.72 +2.14 (+2.66%),2.14,+2.66%,30078,1.337M,2.798B,77.31,-12.24%,
79,MKTX,MarketAxess Holdings Inc.,,221.99 +0.18 (+0.08%),0.18,+0.08%,13106,742100,8.368B,30.49,8.23%,
80,MEDP,"Medpace Holdings, Inc.",,297.86 +0.14 (+0.05%),0.14,+0.05%,10507,399763,9.004B,23.60,-23.10%,
81,BIDU,"Baidu, Inc.",,85.24 +2.51 (+3.03%),2.51,+3.03%,507385,6.045M,28.889B,9.50,-14.01%,
82,MT,ArcelorMittal S.A.,,26.87 +0.01 (+0.04%),0.01,+0.04%,66898,2.636M,20.651B,15.90,-0.33%,
83,QXO,"QXO, Inc.",,14.04 +0.13 (+0.94%),0.13,+0.94%,37998,2.719M,5.748B,-,-87.49%,
84,NTES,"NetEase, Inc.",,100.19 +0.84 (+0.85%),0.84,+0.85%,228494,1.546M,64.572B,16.03,7.79%,
85,SOUN,"SoundHound AI, Inc.",,8.81 +0.53 (+6.41%),0.53,+6.41%,1.346M,41.113M,3.515B,-,108.56%,
86,AVAV,"AeroVironment, Inc.",,149.04 +2.71 (+1.85%),2.71,+1.85%,13135,489329,4.206B,128.48,0.14%,
87,VAL,Valaris Limited,,32.15 +0.53 (+1.69%),0.53,+1.69%,16381,2.123M,2.284B,6.28,-54.73%,
88,MITEY,"Mitsubishi Estate Co., Ltd.",,17.17 +0.85 (+5.21%),0.85,+5.21%,25033,78208,21.393B,16.20,-10.57%,
89,CLSK,"CleanSpark, Inc.",,7.78 +0.28 (+3.73%),0.28,+3.73%,684642,24.866M,2.185B,-,-48.94%,
90,VCYT,"Veracyte, Inc.",,32.65 +0.85 (+2.66%),0.85,+2.66%,10167,990173,2.545B,105.31,64.17%,
91,ALNY,"Alnylam Pharmaceuticals, Inc.",,237.74 -0.03 (-0.01%),-0.03,-0.01%,11291,895362,30.77B,-,60.98%,
92,UMC,United Microelectronics Corporation,,6.86 -0.01 (-0.13%),-0.01,-0.13%,80564,15.504M,17.233B,12.04,-12.15%,
93,ICL,ICL Group Ltd,,6.28 0.00 (0.00%),0.0,0.00%,16502,944519,8.104B,19.63,35.64%,
94,STNE,StoneCo Ltd.,,11.77 +0.24 (+2.12%),0.24,+2.12%,101153,6.826M,3.23B,-,-26.42%,
95,CRZBY,Commerzbank AG,,25.42 +1.21 (+5.00%),1.21,+5.00%,38284,35288,29.324B,11.15,87.19%,
96,BOLSY,"B3 S.A. - Brasil, Bolsa, Balcão",,6.11 0.00 (0.00%),0.0,0.00%,100,134724,10.615B,14.21,-7.04%,
97,GFI,Gold Fields Limited,,22.99 -1.57 (-6.39%),-1.57,-6.39%,580932,3.79M,20.577B,16.66,39.55%,
98,BBIO,"BridgeBio Pharma, Inc.",,34.48 +0.57 (+1.68%),0.57,+1.68%,10888,3.055M,6.558B,-,31.59%,
99,IAG,IAMGOLD Corporation,,7.04 -0.18 (-2.49%),-0.18,-2.49%,512501,13.459M,4.048B,4.69,102.24%,
100,VRN,Veren Inc.,,5.88 +0.14 (+2.43%),0.14,+2.43%,80972,22.496M,3.597B,17.82,-32.55%,
101,XIACY,Xiaomi Corporation,,28.93 +1.36 (+4.93%),1.36,+4.93%,252786,987381,147.816B,45.92,159.93%,
102,AMAT,"Applied Materials, Inc.",,146.66 +1.72 (+1.19%),1.72,+1.19%,250051,7.985M,119.153B,19.17,-29.53%,
103,HKXCY,Hong Kong Exchanges and Clearing Limited,,40.99 +1.89 (+4.83%),1.89,+4.83%,76379,352704,51.805B,31.05,44.99%,
104,KTOS,"Kratos Defense & Security Solutions, Inc.",,33.31 +0.07 (+0.23%),0.07,+0.23%,52770,3.153M,5.107B,302.86,87.37%,
105,QGEN,Qiagen N.V.,,41.85 -0.12 (-0.30%),-0.12,-0.30%,43633,1.368M,9.046B,110.14,5.82%,
106,BAYRY,Bayer Aktiengesellschaft,,5.90 +0.27 (+4.80%),0.27,+4.80%,238249,813863,23.185B,-,-15.95%,
107,BILI,Bilibili Inc.,,17.26 +0.58 (+3.48%),0.58,+3.48%,161077,7.171M,7.264B,-,48.13%,
108,SMPL,The Simply Good Foods Company,,37.94 -0.06 (-0.14%),-0.06,-0.14%,8788,1.009M,3.833B,26.35,19.69%,
109,FANG,"Diamondback Energy, Inc.",,132.96 +3.95 (+3.06%),3.95,+3.06%,58562,2.778M,39.101B,8.56,-37.18%,
110,NBIX,"Neurocrine Biosciences, Inc.",,93.66 +2.79 (+3.07%),2.79,+3.07%,34588,1.448M,9.267B,28.47,-31.02%,
111,NMR,"Nomura Holdings, Inc.",,5.41 +0.10 (+1.79%),0.1,+1.79%,43942,724693,15.976B,7.51,-13.38%,
112,ENPH,"Enphase Energy, Inc.",,52.40 +0.51 (+0.98%),0.51,+0.98%,65433,4.287M,6.874B,69.87,-53.86%,
113,BE,Bloom Energy Corporation,,18.10 +0.46 (+2.61%),0.46,+2.61%,117538,7.078M,4.172B,-,72.27%,
114,AAON,"AAON, Inc.",,85.50 +1.34 (+1.59%),1.34,+1.59%,8018,968596,6.953B,42.33,-3.42%,
115,BALL,Ball Corporation,,48.35 +0.26 (+0.55%),0.26,+0.55%,19237,2.802M,13.654B,35.30,-25.58%,
116,PKX,POSCO Holdings Inc.,,44.71 -0.92 (-2.03%),-0.92,-2.03%,116409,381193,13.523B,21.19,-34.82%,
117,AB,AllianceBernstein Holding L.P.,,37.65 +0.29 (+0.78%),0.29,+0.78%,9074,888009,4.161B,10.15,15.06%,
118,CHX,ChampionX Corporation,,24.83 +0.36 (+1.49%),0.36,+1.49%,12213,4.698M,4.739B,15.05,-33.76%,
119,SSRM,SSR Mining Inc.,,10.57 -0.08 (-0.75%),-0.08,-0.75%,91400,2.673M,2.141B,-,105.20%,
120,KEP,Korea Electric Power Corporation,,8.16 +0.36 (+4.62%),0.36,+4.62%,4080,176327,10.477B,4.34,8.80%,
121,WF,Woori Financial Group Inc.,,33.68 +1.48 (+4.60%),1.48,+4.60%,741,63470,8.302B,4.12,15.34%,
122,ING,ING Groep N.V.,,18.23 +0.01 (+0.05%),0.01,+0.05%,77843,3.283M,55.414B,8.40,15.03%,
123,DSFIY,DSM Firmenich AG,,10.04 +0.44 (+4.58%),0.44,+4.58%,44514,106244,26.62B,100.40,-21.56%,
124,PR,Permian Resources Corporation,,11.42 +0.38 (+3.44%),0.38,+3.44%,134907,9.257M,9.24B,7.88,-37.59%,
125,TEM,"Tempus AI, Inc.",,43.95 +1.83 (+4.34%),1.83,+4.34%,686992,14.385M,7.605B,-,4.65%,
126,UAL,"United Airlines Holdings, Inc.",,67.01 +1.41 (+2.14%),1.41,+2.14%,180874,9.065M,21.958B,7.09,59.84%,
127,TRP,TC Energy Corporation,,47.51 +0.04 (+0.09%),0.04,+0.09%,79776,2.468M,49.383B,16.56,31.86%,
128,NABZY,National Australia Bank Limited,,10.61 +0.46 (+4.53%),0.46,+4.53%,70653,232714,64.987B,15.38,-3.81%,
129,SRPT,"Sarepta Therapeutics, Inc.",,53.25 +2.22 (+4.35%),2.22,+4.35%,41787,1.805M,5.167B,22.76,-56.87%,
130,LB,LandBridge Company LLC,,67.71 +2.02 (+3.08%),2.02,+3.08%,5663,697436,5.176B,-,183.76%,
131,PFSI,"PennyMac Financial Services, Inc.",,93.31 +4.03 (+4.51%),4.03,+4.51%,2322,396357,4.799B,15.98,7.12%,
132,MUR,Murphy Oil Corporation,,21.47 +0.60 (+2.87%),0.6,+2.87%,28611,3.344M,3.064B,7.89,-55.13%,
133,SQM,Sociedad Química y Minera de Chile S.A.,,35.62 +0.80 (+2.30%),0.8,+2.30%,12227,1.241M,9.755B,-,-25.84%,
134,HLN,Haleon plc,,9.94 -0.12 (-1.19%),-0.12,-1.19%,55821,11.381M,44.872B,24.24,24.81%,
135,KYOCY,Kyocera Corporation,,11.27 +0.48 (+4.45%),0.48,+4.45%,23322,58744,15.877B,80.50,-7.92%,
136,GMAB,Genmab A/S,,19.21 +0.40 (+2.13%),0.4,+2.13%,41154,1.662M,11.709B,10.79,-36.26%,
137,MTD,Mettler-Toledo International Inc.,,"1,041.90 +44.21 (+4.43%)",44.21,+4.43%,4554,164565,21.714B,25.71,-16.22%,
138,GPOR,Gulfport Energy Corporation,,171.89 +4.07 (+2.43%),4.07,+2.43%,4969,254975,3.074B,-,9.36%,
139,MUFG,"Mitsubishi UFJ Financial Group, Inc.",,11.61 +0.02 (+0.17%),0.02,+0.17%,144422,7.961M,133.59B,10.27,16.48%,
140,DHR,Danaher Corporation,,192.03 +3.30 (+1.75%),3.3,+1.75%,58086,4.743M,137.388B,36.37,-21.25%,
141,LI,Li Auto Inc.,,23.66 +0.43 (+1.85%),0.43,+1.85%,329459,7.019M,23.984B,22.97,-18.78%,
142,ACLX,"Arcellx, Inc.",,60.91 +1.76 (+2.98%),1.76,+2.98%,5971,681388,3.347B,-,3.84%,
143,TS,Tenaris S.A.,,32.23 -0.11 (-0.34%),-0.11,-0.34%,86327,1.726M,17.275B,8.90,-15.34%,
144,SGAPY,Singapore Telecommunications Limited,,27.40 +1.15 (+4.38%),1.15,+4.38%,50908,72716,45.214B,-,60.05%,
145,HALO,"Halozyme Therapeutics, Inc.",,60.92 +0.70 (+1.16%),0.7,+1.16%,24524,1.423M,7.526B,17.76,55.53%,
146,YOU,"Clear Secure, Inc.",,28.30 +1.28 (+4.74%),1.28,+4.74%,52439,2.383M,3.873B,18.14,45.19%,
147,SLB,Schlumberger Limited,,34.45 +0.49 (+1.44%),0.49,+1.44%,330192,18.406M,46.847B,11.08,-34.28%,
148,IBDRY,"Iberdrola, S.A.",,68.01 +2.84 (+4.36%),2.84,+4.36%,22384,98332,107.433B,18.53,42.88%,
149,NPSCY,Nippon Steel Corporation,,6.95 +0.29 (+4.35%),0.29,+4.35%,54894,123290,21.792B,6.81,-10.21%,
150,DNBBY,DNB Bank ASA,,23.97 +1.00 (+4.35%),1.0,+4.35%,29556,306572,35.54B,8.81,22.23%,
151,SAND,Sandstorm Gold Ltd.,,7.72 -0.20 (-2.47%),-0.2,-2.47%,121054,5.352M,2.266B,154.40,51.05%,
152,BMWKY,Bayerische Motoren Werke AG,,25.57 +1.06 (+4.32%),1.06,+4.32%,42508,101868,44.144B,6.03,-33.77%,
153,FOLD,"Amicus Therapeutics, Inc.",,6.76 +0.28 (+4.32%),0.28,+4.32%,15579,2.734M,2.077B,-,-39.21%,
154,CAMT,Camtek Ltd.,,61.94 +2.04 (+3.41%),2.04,+3.41%,6482,587036,2.824B,25.60,-23.66%,
155,SAABY,Saab AB (publ),,21.59 +0.89 (+4.30%),0.89,+4.30%,17395,216100,22.786B,55.36,78.14%,
156,IBKR,"Interactive Brokers Group, Inc.",,176.12 +4.77 (+2.78%),4.77,+2.78%,53147,2.401M,74.433B,25.45,56.97%,
157,SNA,Snap-on Incorporated,,336.17 +13.81 (+4.28%),13.81,+4.28%,5357,425845,17.621B,17.24,17.61%,
158,DB,Deutsche Bank Aktiengesellschaft,,22.98 +0.56 (+2.50%),0.56,+2.50%,165837,4.038M,44.599B,15.32,44.55%,
159,RWEOY,RWE Aktiengesellschaft,,37.58 +1.53 (+4.24%),1.53,+4.24%,1200,136531,27.786B,4.97,10.86%,
160,PAGS,PagSeguro Digital Ltd.,,8.50 +0.11 (+1.31%),0.11,+1.31%,79233,4.557M,2.583B,7.46,-31.45%,
161,SCHW,The Charles Schwab Corporation,,78.20 +1.24 (+1.61%),1.24,+1.61%,175519,12.801M,142.005B,26.15,8.04%,
162,ACHR,Archer Aviation Inc.,,7.39 +0.36 (+5.12%),0.36,+5.12%,1.066M,28.846M,4.009B,-,80.72%,
163,VIRT,"Virtu Financial, Inc.",,38.27 +1.24 (+3.36%),1.24,+3.36%,16444,1.008M,5.943B,12.89,79.32%,
164,XP,XP Inc.,,13.66 +0.20 (+1.52%),0.2,+1.52%,74653,7.873M,7.344B,9.69,-40.31%,
165,DOW,Dow Inc.,,29.31 +0.88 (+3.09%),0.88,+3.09%,265301,8.481M,20.686B,18.67,-50.40%,
166,MTDR,Matador Resources Company,,41.02 +1.61 (+4.09%),1.61,+4.09%,20221,1.685M,5.136B,5.75,-41.70%,
167,PDD,PDD Holdings Inc.,,95.45 +4.95 (+5.47%),4.95,+5.47%,1.147M,10.858M,132.558B,9.23,-20.82%,
168,MMYT,MakeMyTrip Limited,,98.40 +0.52 (+0.53%),0.52,+0.53%,5112,912500,10.803B,51.52,48.21%,
169,CNI,Canadian National Railway Company,,99.90 +0.14 (+0.15%),0.14,+0.15%,14428,1.528M,62.673B,20.10,-22.54%,
170,FIS,"Fidelity National Information Services, Inc.",,71.90 -0.45 (-0.62%),-0.45,-0.62%,86939,3.914M,38.085B,50.63,2.30%,
171,BHP,BHP Group Limited,,45.64 +0.39 (+0.86%),0.39,+0.86%,118180,3.102M,115.806B,10.19,-23.38%,
172,RYAAY,Ryanair Holdings plc,,44.63 +0.48 (+1.09%),0.48,+1.09%,34529,1.757M,23.728B,13.65,-20.11%,
173,TFPM,Triple Flag Precious Metals Corp.,,21.20 -0.24 (-1.12%),-0.24,-1.12%,18700,295321,4.256B,-,38.32%,
174,BROS,Dutch Bros Inc.,,59.49 +1.88 (+3.27%),1.88,+3.27%,37938,3.465M,9.705B,174.99,80.88%,
175,OLN,Olin Corporation,,20.98 +0.55 (+2.71%),0.55,+2.71%,18385,2.03M,2.415B,23.06,-62.17%,
176,BCO,The Brink's Company,,86.40 +3.34 (+4.02%),3.34,+4.02%,3492,313868,3.733B,23.93,-0.10%,
177,CHRD,Chord Energy Corporation,,91.90 +2.57 (+2.87%),2.57,+2.87%,12778,987980,5.467B,5.74,-51.79%,
178,FSM,Fortuna Mining Corp.,,6.28 -0.20 (-3.09%),-0.2,-3.09%,351025,15.697M,1.922B,15.32,41.48%,
179,SCI,Service Corporation International,,78.71 +0.57 (+0.72%),0.57,+0.72%,10246,1.318M,11.341B,22.30,12.03%,
180,BERY,"Berry Global Group, Inc.",,67.23 +0.15 (+0.22%),0.15,+0.22%,5089,1.891M,7.785B,14.87,29.48%,
181,LHX,"L3Harris Technologies, Inc.",,221.00 -1.03 (-0.46%),-1.03,-0.46%,22038,1.45M,41.485B,28.12,9.26%,
182,RIOT,"Riot Platforms, Inc.",,7.33 +0.27 (+3.82%),0.27,+3.82%,737665,28.581M,2.567B,21.56,-17.62%,
183,BCH,Banco de Chile,,26.45 +1.01 (+3.97%),1.01,+3.97%,2022,293660,13.359B,10.84,22.62%,
184,VFC,V.F. Corporation,,11.70 +0.60 (+5.36%),0.6,+5.36%,157582,9.406M,4.56B,-,-8.56%,
185,ASH,Ashland Inc.,,50.51 +1.92 (+3.95%),1.92,+3.95%,5440,801963,2.383B,-,-46.02%,
186,TSM,Taiwan Semiconductor Manufacturing Company Limited,,158.30 +1.22 (+0.78%),1.22,+0.78%,2.214M,18.884M,821.031B,22.81,12.09%,
187,LTH,"Life Time Group Holdings, Inc.",,32.18 +0.95 (+3.06%),0.95,+3.06%,34799,2.483M,7.006B,43.49,116.42%,
188,NXT,Nextracker Inc.,,39.68 +0.45 (+1.15%),0.45,+1.15%,29133,2.526M,5.854B,9.80,-12.49%,
189,DUOL,"Duolingo, Inc.",,338.86 +9.51 (+2.90%),9.51,+2.90%,15066,917040,15.331B,180.25,68.41%,
190,HWKN,"Hawkins, Inc.",,116.89 +2.11 (+1.84%),2.11,+1.84%,1965,132363,2.446B,29.90,48.89%,
191,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",,13.08 +0.05 (+0.38%),0.05,+0.38%,94725,2.83M,75.297B,7.11,22.12%,
192,AMD,"Advanced Micro Devices, Inc.",,96.75 +3.35 (+3.59%),3.35,+3.59%,3.3M,40.661M,157.183B,96.75,-41.74%,
193,ITRI,"Itron, Inc.",,102.83 +1.83 (+1.81%),1.83,+1.81%,3365,639955,4.686B,19.85,12.30%,
194,EXE,Expand Energy Corporation,,105.40 +1.98 (+1.91%),1.98,+1.91%,45068,4.688M,24.527B,-,18.11%,
195,SMPNY,"Sompo Holdings, Inc.",,15.00 +0.56 (+3.88%),0.56,+3.88%,19893,130157,28.193B,9.09,32.63%,
196,SHEL,Shell plc,,62.67 +0.58 (+0.93%),0.58,+0.93%,125259,5.304M,186.832B,12.39,-13.69%,
197,DAL,"Delta Air Lines, Inc.",,40.83 -0.05 (-0.11%),-0.05,-0.11%,397303,11.652M,26.663B,7.24,-12.37%,
198,CNQ,Canadian Natural Resources Limited,,27.62 +0.44 (+1.62%),0.44,+1.62%,73185,7.677M,57.981B,13.67,-29.89%,
199,VTRS,Viatris Inc.,,7.61 +0.07 (+0.93%),0.07,+0.93%,168523,14.383M,9.084B,-,-33.39%,
