,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
75,AUR,"Aurora Innovation, Inc.",,6.29 +0.26 (+4.26%),0.26,+4.26%,393740,13.977M,11.109B,-,101.00%,
76,BIIB,Biogen Inc.,,118.89 -0.38 (-0.31%),-0.38,-0.31%,9652,1.718M,17.402B,10.64,-38.89%,
77,DD,"DuPont de Nemours, Inc.",,60.89 -0.08 (-0.13%),-0.08,-0.13%,73156,3.038M,25.482B,34.40,-15.98%,
78,EQR,Equity Residential,,67.32 +0.40 (+0.60%),0.4,+0.60%,19144,1.809M,26.347B,24.75,12.13%,
79,MARA,"MARA Holdings, Inc.",,13.01 +0.06 (+0.46%),0.06,+0.46%,1.347M,38.956M,4.499B,7.56,-11.30%,
80,MORN,"Morningstar, Inc.",,284.39 +1.45 (+0.51%),1.45,+0.51%,4684,176772,12.164B,33.18,-4.74%,
81,SIRI,Sirius XM Holdings Inc.,,20.64 -0.08 (-0.39%),-0.08,-0.39%,54533,5.51M,6.992B,-,-34.22%,
82,JBSAY,JBS S.A.,,14.52 +0.49 (+3.49%),0.49,+3.49%,80099,112419,16.104B,9.07,70.82%,
83,FNF,"Fidelity National Financial, Inc.",,62.08 +0.02 (+0.04%),0.02,+0.04%,11127,1.384M,17.073B,13.35,31.73%,
84,ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",,283.07 +9.37 (+3.42%),9.37,+3.42%,173,52539,8.12B,12.72,-8.20%,
85,WPC,W. P. Carey Inc.,,60.28 +0.44 (+0.74%),0.44,+0.74%,68945,1.309M,13.2B,28.84,12.23%,
86,LB,LandBridge Company LLC,,67.53 -0.39 (-0.58%),-0.39,-0.58%,3502,695232,5.162B,-,193.39%,
87,ROIV,Roivant Sciences Ltd.,,10.22 +0.03 (+0.29%),0.03,+0.29%,29658,5.976M,7.292B,-,-4.86%,
88,GH,"Guardant Health, Inc.",,45.30 +0.14 (+0.31%),0.14,+0.31%,71703,2.33M,5.591B,-,179.46%,
89,ALV,"Autoliv, Inc.",,83.08 +0.32 (+0.39%),0.32,+0.39%,50901,947011,6.423B,10.33,-28.41%,
90,PRCT,PROCEPT BioRobotics Corporation,,53.97 +0.21 (+0.39%),0.21,+0.39%,13090,1.006M,2.959B,-,3.40%,
91,EPR,EPR Properties,,48.65 -0.10 (-0.21%),-0.1,-0.21%,12087,818936,3.701B,30.41,22.61%,
92,SAN,"Banco Santander, S.A.",,6.75 +0.21 (+3.21%),0.21,+3.21%,168467,5.815M,101.438B,7.76,43.11%,
93,AQN,Algonquin Power & Utilities Corp.,,5.18 -0.02 (-0.39%),-0.02,-0.39%,21988,11.4M,3.978B,74.00,-8.29%,
94,FULT,Fulton Financial Corporation,,15.76 +0.09 (+0.57%),0.09,+0.57%,38289,1.396M,2.871B,10.04,8.44%,
95,GKOS,Glaukos Corporation,,92.91 +2.84 (+3.15%),2.84,+3.15%,3471,930216,5.256B,-,-4.17%,
96,INTR,"Inter & Co, Inc.",,5.62 +0.05 (+0.90%),0.05,+0.90%,15252,2.779M,2.471B,16.06,12.07%,
97,ACHR,Archer Aviation Inc.,,7.32 +0.07 (+0.90%),0.07,+0.90%,416084,28.668M,3.968B,-,87.82%,
98,BRKR,Bruker Corporation,,39.62 -0.35 (-0.86%),-0.35,-0.86%,14454,2.105M,6.004B,52.14,-52.35%,
99,WK,Workiva Inc.,,69.21 +0.73 (+1.07%),0.73,+1.07%,4994,807442,3.884B,-,-11.13%,
100,SAIA,"Saia, Inc.",,336.41 -4.23 (-1.24%),-4.23,-1.24%,4133,561224,8.96B,24.88,-38.76%,
101,EWBC,"East West Bancorp, Inc.",,75.50 +1.10 (+1.48%),1.1,+1.48%,8181,1.247M,10.404B,9.06,4.27%,
102,LIF,"Life360, Inc.",,36.56 +0.54 (+1.50%),0.54,+1.50%,7126,529759,2.761B,-,33.41%,
103,BCS,Barclays PLC,,14.70 +0.43 (+3.05%),0.43,+3.05%,234560,20.549M,52.506B,8.08,58.56%,
104,REGN,"Regeneron Pharmaceuticals, Inc.",,569.16 -1.90 (-0.33%),-1.9,-0.33%,8234,1.012M,62.223B,14.85,-36.13%,
105,URBN,"Urban Outfitters, Inc.",,47.62 -0.54 (-1.13%),-0.54,-1.13%,11724,2.283M,4.413B,11.18,26.70%,
106,DB,Deutsche Bank Aktiengesellschaft,,23.47 +0.37 (+1.59%),0.37,+1.59%,126504,4.064M,45.545B,15.04,50.29%,
107,TAK,Takeda Pharmaceutical Company Limited,,14.54 +0.24 (+1.68%),0.24,+1.68%,97400,1.968M,45.762B,32.31,8.09%,
108,AU,AngloGold Ashanti plc,,43.96 +1.39 (+3.27%),1.39,+3.27%,431663,2.803M,22.137B,18.87,82.78%,
109,CPT,Camden Property Trust,,111.71 +0.53 (+0.47%),0.53,+0.47%,6087,1.064M,12.153B,74.47,16.97%,
110,MC,Moelis & Company,,52.34 +0.22 (+0.42%),0.22,+0.42%,7121,1.016M,3.696B,29.40,1.98%,
111,CYTK,"Cytokinetics, Incorporated",,38.41 -1.40 (-3.50%),-1.4,-3.50%,60441,1.914M,4.578B,-,-42.30%,
112,ET,Energy Transfer LP,,16.90 +0.08 (+0.48%),0.08,+0.48%,186875,18.549M,57.987B,13.20,11.39%,
